BOROUGH,NEIGHBORHOOD,SALE PRICE
3,BAY RIDGE,"1,105,000"
3,BAY RIDGE,"1,320,000"
3,BAY RIDGE,"875,000"
3,BAY RIDGE,10
3,BAY RIDGE,10
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"940,000"
3,BAY RIDGE,"1,550,000"
3,BAY RIDGE,"1,425,000"
3,BAY RIDGE,"1,155,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,420,000"
3,BAY RIDGE,"1,175,000"
3,BAY RIDGE,0
3,BAY RIDGE,"775,000"
3,BAY RIDGE,"830,000"
3,BAY RIDGE,"923,000"
3,BAY RIDGE,0
3,BAY RIDGE,"980,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,271,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,399,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,535,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,660,000"
3,BAY RIDGE,"900,000"
3,BAY RIDGE,"1,100,000"
3,BAY RIDGE,"1,625,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,730,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"525,000"
3,BAY RIDGE,"555,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"510,000"
3,BAY RIDGE,"500,000"
3,BAY RIDGE,0
3,BAY RIDGE,"245,000"
3,BAY RIDGE,"935,000"
3,BAY RIDGE,"608,000"
3,BAY RIDGE,"510,000"
3,BAY RIDGE,"540,000"
3,BAY RIDGE,"693,000"
3,BAY RIDGE,"548,000"
3,BAY RIDGE,"585,000"
3,BAY RIDGE,"430,500"
3,BAY RIDGE,"60,000"
3,BAY RIDGE,"910,000"
3,BAY RIDGE,"780,000"
3,BAY RIDGE,"1,030,000"
3,BAY RIDGE,0
3,BAY RIDGE,"5,485,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"4,580,000"
3,BAY RIDGE,"1,500,000"
3,BAY RIDGE,0
3,BAY RIDGE,"2,810,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"800,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,120,308"
3,BAY RIDGE,"380,000"
3,BAY RIDGE,"287,500"
3,BAY RIDGE,0
3,BAY RIDGE,"320,000"
3,BAY RIDGE,"340,000"
3,BAY RIDGE,"590,000"
3,BAY RIDGE,"520,000"
3,BAY RIDGE,"550,000"
3,BAY RIDGE,"310,000"
3,BAY RIDGE,"609,000"
3,BAY RIDGE,"310,000"
3,BAY RIDGE,"240,000"
3,BAY RIDGE,"290,000"
3,BAY RIDGE,"295,000"
3,BAY RIDGE,"200,000"
3,BAY RIDGE,"595,000"
3,BAY RIDGE,"270,000"
3,BAY RIDGE,"229,000"
3,BAY RIDGE,"230,000"
3,BAY RIDGE,"270,000"
3,BAY RIDGE,"200,000"
3,BAY RIDGE,"575,000"
3,BAY RIDGE,"263,888"
3,BAY RIDGE,0
3,BAY RIDGE,"184,000"
3,BAY RIDGE,"641,000"
3,BAY RIDGE,"220,000"
3,BAY RIDGE,"434,926"
3,BAY RIDGE,"387,262"
3,BAY RIDGE,"358,126"
3,BAY RIDGE,"430,656"
3,BAY RIDGE,"394,221"
3,BAY RIDGE,"394,452"
3,BAY RIDGE,"480,000"
3,BAY RIDGE,"344,761"
3,BAY RIDGE,"377,262"
3,BAY RIDGE,"254,476"
3,BAY RIDGE,"430,291"
3,BAY RIDGE,"400,000"
3,BAY RIDGE,0
3,BAY RIDGE,"394,087"
3,BAY RIDGE,"460,000"
3,BAY RIDGE,"450,000"
3,BAY RIDGE,"359,000"
3,BAY RIDGE,"499,999"
3,BAY RIDGE,"519,000"
3,BAY RIDGE,"340,000"
3,BAY RIDGE,"334,000"
3,BAY RIDGE,"235,000"
3,BAY RIDGE,"240,000"
3,BAY RIDGE,"240,000"
3,BAY RIDGE,"200,000"
3,BAY RIDGE,"160,000"
3,BAY RIDGE,"305,000"
3,BAY RIDGE,"387,000"
3,BAY RIDGE,"525,000"
3,BAY RIDGE,"340,000"
3,BAY RIDGE,"290,000"
3,BAY RIDGE,"315,000"
3,BAY RIDGE,"335,000"
3,BAY RIDGE,"412,000"
3,BAY RIDGE,"340,000"
3,BAY RIDGE,"412,500"
3,BAY RIDGE,"275,000"
3,BAY RIDGE,0
3,BAY RIDGE,"499,000"
3,BAY RIDGE,"345,000"
3,BAY RIDGE,"370,000"
3,BAY RIDGE,"365,000"
3,BAY RIDGE,"350,000"
3,BAY RIDGE,"205,000"
3,BAY RIDGE,"340,000"
3,BAY RIDGE,"239,900"
3,BAY RIDGE,"340,000"
3,BAY RIDGE,0
3,BAY RIDGE,"310,000"
3,BAY RIDGE,"373,000"
3,BAY RIDGE,"335,000"
3,BAY RIDGE,"270,000"
3,BAY RIDGE,"145,000"
3,BAY RIDGE,"399,000"
3,BAY RIDGE,"267,500"
3,BAY RIDGE,0
3,BAY RIDGE,"332,000"
3,BAY RIDGE,"415,000"
3,BAY RIDGE,0
3,BAY RIDGE,"594,000"
3,BAY RIDGE,"248,000"
3,BAY RIDGE,"420,000"
3,BAY RIDGE,"650,000"
3,BAY RIDGE,"1,700,000"
3,BAY RIDGE,"1,700,000"
3,BAY RIDGE,"1,700,000"
3,BAY RIDGE,"340,000"
3,BAY RIDGE,"340,000"
3,BAY RIDGE,"230,000"
3,BAY RIDGE,"249,000"
3,BAY RIDGE,"210,000"
3,BAY RIDGE,"340,000"
3,BAY RIDGE,"170,000"
3,BAY RIDGE,"270,000"
3,BAY RIDGE,"289,000"
3,BAY RIDGE,"430,950"
3,BAY RIDGE,"430,000"
3,BAY RIDGE,"458,185"
3,BAY RIDGE,"320,000"
3,BAY RIDGE,"185,000"
3,BAY RIDGE,"285,000"
3,BAY RIDGE,"120,000"
3,BAY RIDGE,0
3,BAY RIDGE,"300,000"
3,BAY RIDGE,"384,384"
3,BAY RIDGE,"552,500"
3,BAY RIDGE,"650,000"
3,BAY RIDGE,"750,000"
3,BAY RIDGE,"285,000"
3,BAY RIDGE,"220,000"
3,BAY RIDGE,"550,000"
3,BAY RIDGE,"430,000"
3,BAY RIDGE,"355,500"
3,BAY RIDGE,"340,000"
3,BAY RIDGE,0
3,BAY RIDGE,"360,000"
3,BAY RIDGE,"195,000"
3,BAY RIDGE,"297,500"
3,BAY RIDGE,"295,000"
3,BAY RIDGE,"315,000"
3,BAY RIDGE,"300,000"
3,BAY RIDGE,"228,000"
3,BAY RIDGE,"360,000"
3,BAY RIDGE,"380,000"
3,BAY RIDGE,"317,500"
3,BAY RIDGE,"440,000"
3,BAY RIDGE,"429,000"
3,BAY RIDGE,"335,000"
3,BAY RIDGE,"365,040"
3,BAY RIDGE,"505,000"
3,BAY RIDGE,"639,000"
3,BAY RIDGE,"148,382"
3,BAY RIDGE,"414,000"
3,BAY RIDGE,"500,000"
3,BAY RIDGE,"530,000"
3,BAY RIDGE,"530,000"
3,BAY RIDGE,"450,000"
3,BAY RIDGE,"290,000"
3,BAY RIDGE,"442,800"
3,BAY RIDGE,"317,000"
3,BAY RIDGE,"480,000"
3,BAY RIDGE,"659,000"
3,BAY RIDGE,0
3,BAY RIDGE,"412,500"
3,BAY RIDGE,"337,500"
3,BAY RIDGE,"305,000"
3,BAY RIDGE,"125,444"
3,BAY RIDGE,"285,000"
3,BAY RIDGE,"337,000"
3,BAY RIDGE,"420,000"
3,BAY RIDGE,"240,000"
3,BAY RIDGE,"425,000"
3,BAY RIDGE,"179,000"
3,BAY RIDGE,0
3,BAY RIDGE,"190,000"
3,BAY RIDGE,"260,000"
3,BAY RIDGE,0
3,BAY RIDGE,"215,000"
3,BAY RIDGE,"340,000"
3,BAY RIDGE,"353,000"
3,BAY RIDGE,"498,000"
3,BAY RIDGE,"350,000"
3,BAY RIDGE,"199,000"
3,BAY RIDGE,"395,000"
3,BAY RIDGE,"600,000"
3,BAY RIDGE,"442,500"
3,BAY RIDGE,"395,000"
3,BAY RIDGE,0
3,BAY RIDGE,"289,900"
3,BAY RIDGE,"267,000"
3,BAY RIDGE,"520,000"
3,BAY RIDGE,"420,000"
3,BAY RIDGE,0
3,BAY RIDGE,"345,000"
3,BAY RIDGE,"275,000"
3,BAY RIDGE,"233,000"
3,BAY RIDGE,"410,000"
